timestamp [sec UTC],timestring [America/New_York],Water level [ft]
1705292100,2024-01-14 23:15:00,8.502
1705293000,2024-01-14 23:30:00,8.981
1705293900,2024-01-14 23:45:00,9.646
1705294800,2024-01-15 00:00:00,10.187
1705295700,2024-01-15 00:15:00,10.603
1705296600,2024-01-15 00:30:00,10.868
1705297500,2024-01-15 00:45:00,11.069
1705298400,2024-01-15 01:00:00,11.093
1705299300,2024-01-15 01:15:00,10.991
1705300200,2024-01-15 01:30:00,10.998
1705301100,2024-01-15 01:45:00,10.984
1705302000,2024-01-15 02:00:00,10.940
1705302900,2024-01-15 02:15:00,10.848
1705303800,2024-01-15 02:30:00,10.674
1705304700,2024-01-15 02:45:00,10.512
1705305600,2024-01-15 03:00:00,9.865
1705306500,2024-01-15 03:15:00,9.149
1705307400,2024-01-15 03:30:00,8.541
1705308300,2024-01-15 03:45:00,8.009
1705309200,2024-01-15 04:00:00,7.447
1705310100,2024-01-15 04:15:00,6.552
1705311000,2024-01-15 04:30:00,5.853
1705311900,2024-01-15 04:45:00,4.872
1705312800,2024-01-15 05:00:00,4.271
1705313700,2024-01-15 05:15:00,3.690
1705314600,2024-01-15 05:30:00,2.884
1705315500,2024-01-15 05:45:00,2.202
1705316400,2024-01-15 06:00:00,1.607
1705317300,2024-01-15 06:15:00,1.085
1705318200,2024-01-15 06:30:00,0.725
1705319100,2024-01-15 06:45:00,0.430
1705320000,2024-01-15 07:00:00,0.154
1705320900,2024-01-15 07:15:00,0.109
1705321800,2024-01-15 07:30:00,0.142
1705322700,2024-01-15 07:45:00,0.177
1705323600,2024-01-15 08:00:00,0.304
1705324500,2024-01-15 08:15:00,0.651
1705325400,2024-01-15 08:30:00,0.943
1705326300,2024-01-15 08:45:00,1.360
1705327200,2024-01-15 09:00:00,1.782
1705328100,2024-01-15 09:15:00,2.370
1705329000,2024-01-15 09:30:00,3.026
1705329900,2024-01-15 09:45:00,3.787
1705330800,2024-01-15 10:00:00,4.544
1705331700,2024-01-15 10:15:00,5.337
1705332600,2024-01-15 10:30:00,6.239
1705333500,2024-01-15 10:45:00,7.048
1705334400,2024-01-15 11:00:00,7.815
1705335300,2024-01-15 11:15:00,8.665
1705336200,2024-01-15 11:30:00,9.363
1705337100,2024-01-15 11:45:00,10.005
1705338000,2024-01-15 12:00:00,10.576
1705338900,2024-01-15 12:15:00,11.108
1705339800,2024-01-15 12:30:00,11.568
1705340700,2024-01-15 12:45:00,11.879
1705341600,2024-01-15 13:00:00,12.272
1705342500,2024-01-15 13:15:00,12.435
1705343400,2024-01-15 13:30:00,12.438
1705344300,2024-01-15 13:45:00,12.399
1705345200,2024-01-15 14:00:00,12.354
1705346100,2024-01-15 14:15:00,12.162
1705347000,2024-01-15 14:30:00,11.796
1705347900,2024-01-15 14:45:00,11.353
1705348800,2024-01-15 15:00:00,10.901
1705349700,2024-01-15 15:15:00,10.218
1705350600,2024-01-15 15:30:00,9.502
1705351500,2024-01-15 15:45:00,8.944
1705352400,2024-01-15 16:00:00,8.292
1705353300,2024-01-15 16:15:00,7.441
1705354200,2024-01-15 16:30:00,6.623
1705355100,2024-01-15 16:45:00,5.861
1705356000,2024-01-15 17:00:00,4.982
1705356900,2024-01-15 17:15:00,4.221
1705357800,2024-01-15 17:30:00,3.399
1705358700,2024-01-15 17:45:00,2.645
1705359600,2024-01-15 18:00:00,1.782
1705360500,2024-01-15 18:15:00,1.038
1705361400,2024-01-15 18:30:00,0.429
1705362300,2024-01-15 18:45:00,-0.067
1705363200,2024-01-15 19:00:00,-0.468
1705364100,2024-01-15 19:15:00,-0.771
1705365000,2024-01-15 19:30:00,-0.826
1705365900,2024-01-15 19:45:00,-0.712
1705366800,2024-01-15 20:00:00,-0.791
1705367700,2024-01-15 20:15:00,-0.769
1705368600,2024-01-15 20:30:00,-0.705
1705369500,2024-01-15 20:45:00,-0.247
1705370400,2024-01-15 21:00:00,-0.188
1705371300,2024-01-15 21:15:00,0.256
1705372200,2024-01-15 21:30:00,0.683
1705373100,2024-01-15 21:45:00,1.124
1705374000,2024-01-15 22:00:00,1.835
1705374900,2024-01-15 22:15:00,2.581
1705375800,2024-01-15 22:30:00,3.412
1705376700,2024-01-15 22:45:00,4.267
1705377600,2024-01-15 23:00:00,5.228
1705378500,2024-01-15 23:15:00,6.226
1705379400,2024-01-15 23:30:00,7.241
1705380300,2024-01-15 23:45:00,8.131
1705381200,2024-01-16 00:00:00,8.968
1705382100,2024-01-16 00:15:00,9.688
1705383000,2024-01-16 00:30:00,10.267
1705383900,2024-01-16 00:45:00,10.670
1705384800,2024-01-16 01:00:00,11.102
1705385700,2024-01-16 01:15:00,11.367
1705386600,2024-01-16 01:30:00,11.503
1705387500,2024-01-16 01:45:00,11.691
1705388400,2024-01-16 02:00:00,11.764
1705389300,2024-01-16 02:15:00,11.874
1705390200,2024-01-16 02:30:00,11.884
1705391100,2024-01-16 02:45:00,11.737
1705392000,2024-01-16 03:00:00,11.759
1705392900,2024-01-16 03:15:00,11.516
1705393800,2024-01-16 03:30:00,11.180
1705394700,2024-01-16 03:45:00,10.788
1705395600,2024-01-16 04:00:00,10.250
1705396500,2024-01-16 04:15:00,9.645
1705397400,2024-01-16 04:30:00,8.904
1705398300,2024-01-16 04:45:00,8.097
1705399200,2024-01-16 05:00:00,7.346
1705400100,2024-01-16 05:15:00,6.530
1705401000,2024-01-16 05:30:00,5.795
1705401900,2024-01-16 05:45:00,4.961
1705402800,2024-01-16 06:00:00,4.239
1705403700,2024-01-16 06:15:00,3.614
1705404600,2024-01-16 06:30:00,2.998
1705405500,2024-01-16 06:45:00,2.364
1705406400,2024-01-16 07:00:00,1.832
1705407300,2024-01-16 07:15:00,1.309
1705408200,2024-01-16 07:30:00,0.877
1705409100,2024-01-16 07:45:00,0.561
1705410000,2024-01-16 08:00:00,0.419
1705410900,2024-01-16 08:15:00,0.494
1705411800,2024-01-16 08:30:00,0.537
1705412700,2024-01-16 08:45:00,0.664
1705413600,2024-01-16 09:00:00,0.737
1705414500,2024-01-16 09:15:00,1.205
1705415400,2024-01-16 09:30:00,1.376
1705416300,2024-01-16 09:45:00,1.933
1705417200,2024-01-16 10:00:00,2.467
1705418100,2024-01-16 10:15:00,3.033
1705419000,2024-01-16 10:30:00,3.595
1705419900,2024-01-16 10:45:00,4.189
1705420800,2024-01-16 11:00:00,4.790
1705421700,2024-01-16 11:15:00,5.704
1705422600,2024-01-16 11:30:00,6.523
1705423500,2024-01-16 11:45:00,7.325
1705424400,2024-01-16 12:00:00,8.252
1705425300,2024-01-16 12:15:00,9.151
1705426200,2024-01-16 12:30:00,9.930
1705427100,2024-01-16 12:45:00,10.660
1705428000,2024-01-16 13:00:00,11.337
1705428900,2024-01-16 13:15:00,11.810
1705429800,2024-01-16 13:30:00,11.955
1705430700,2024-01-16 13:45:00,12.285
1705431600,2024-01-16 14:00:00,12.432
1705432500,2024-01-16 14:15:00,12.574
1705433400,2024-01-16 14:30:00,12.681
1705434300,2024-01-16 14:45:00,12.380
1705435200,2024-01-16 15:00:00,12.240
1705436100,2024-01-16 15:15:00,12.033
1705437000,2024-01-16 15:30:00,11.939
1705437900,2024-01-16 15:45:00,11.702
1705438800,2024-01-16 16:00:00,11.137
1705439700,2024-01-16 16:15:00,10.840
1705440600,2024-01-16 16:30:00,10.364
1705441500,2024-01-16 16:45:00,9.661
1705442400,2024-01-16 17:00:00,9.095
1705443300,2024-01-16 17:15:00,8.397
1705444200,2024-01-16 17:30:00,7.667
1705445100,2024-01-16 17:45:00,6.886
1705446000,2024-01-16 18:00:00,6.057
1705446900,2024-01-16 18:15:00,5.000
1705447800,2024-01-16 18:30:00,4.295
1705448700,2024-01-16 18:45:00,3.411
1705449600,2024-01-16 19:00:00,2.684
1705450500,2024-01-16 19:15:00,2.198
1705451400,2024-01-16 19:30:00,1.730
1705452300,2024-01-16 19:45:00,1.171
1705453200,2024-01-16 20:00:00,0.973
1705454100,2024-01-16 20:15:00,0.803
1705455000,2024-01-16 20:30:00,0.661
1705455900,2024-01-16 20:45:00,0.714
1705456800,2024-01-16 21:00:00,0.746
1705457700,2024-01-16 21:15:00,0.614
1705458600,2024-01-16 21:30:00,1.000
1705459500,2024-01-16 21:45:00,0.958
1705460400,2024-01-16 22:00:00,1.057
1705461300,2024-01-16 22:15:00,1.390
1705462200,2024-01-16 22:30:00,1.862
1705463100,2024-01-16 22:45:00,2.473
1705464000,2024-01-16 23:00:00,3.110
1705464900,2024-01-16 23:15:00,3.964
1705465800,2024-01-16 23:30:00,4.675
1705466700,2024-01-16 23:45:00,5.531
1705467600,2024-01-17 00:00:00,6.673
1705468500,2024-01-17 00:15:00,7.333
1705469400,2024-01-17 00:30:00,8.239
1705470300,2024-01-17 00:45:00,9.131
1705471200,2024-01-17 01:00:00,9.878
1705472100,2024-01-17 01:15:00,10.486
1705473000,2024-01-17 01:30:00,10.903
1705473900,2024-01-17 01:45:00,11.312
1705474800,2024-01-17 02:00:00,11.480
1705475700,2024-01-17 02:15:00,11.767
1705476600,2024-01-17 02:30:00,11.869
1705477500,2024-01-17 02:45:00,11.874
1705478400,2024-01-17 03:00:00,12.020
1705479300,2024-01-17 03:15:00,11.929
1705480200,2024-01-17 03:30:00,11.882
1705481100,2024-01-17 03:45:00,11.844
1705482000,2024-01-17 04:00:00,11.881
1705482900,2024-01-17 04:15:00,11.571
1705483800,2024-01-17 04:30:00,11.061
1705484700,2024-01-17 04:45:00,10.792
1705485600,2024-01-17 05:00:00,10.236
1705486500,2024-01-17 05:15:00,9.285
1705487400,2024-01-17 05:30:00,8.503
1705488300,2024-01-17 05:45:00,7.772
1705489200,2024-01-17 06:00:00,6.858
1705490100,2024-01-17 06:15:00,6.109
1705491000,2024-01-17 06:30:00,5.438
1705491900,2024-01-17 06:45:00,4.722
1705492800,2024-01-17 07:00:00,3.895
1705493700,2024-01-17 07:15:00,3.201
1705494600,2024-01-17 07:30:00,2.696
1705495500,2024-01-17 07:45:00,1.979
1705496400,2024-01-17 08:00:00,1.649
1705497300,2024-01-17 08:15:00,1.211
1705498200,2024-01-17 08:30:00,1.004
1705499100,2024-01-17 08:45:00,0.766
1705500000,2024-01-17 09:00:00,0.654
1705500900,2024-01-17 09:15:00,0.488
1705501800,2024-01-17 09:30:00,0.550
1705502700,2024-01-17 09:45:00,0.637
1705503600,2024-01-17 10:00:00,0.743
1705504500,2024-01-17 10:15:00,0.975
1705505400,2024-01-17 10:30:00,1.141
1705506300,2024-01-17 10:45:00,1.404
1705507200,2024-01-17 11:00:00,1.874
1705508100,2024-01-17 11:15:00,2.330
1705509000,2024-01-17 11:30:00,2.843
1705509900,2024-01-17 11:45:00,3.646
1705510800,2024-01-17 12:00:00,4.448
1705511700,2024-01-17 12:15:00,5.250
1705512600,2024-01-17 12:30:00,6.023
1705513500,2024-01-17 12:45:00,6.964
1705514400,2024-01-17 13:00:00,7.739
1705515300,2024-01-17 13:15:00,8.427
1705516200,2024-01-17 13:30:00,9.020
1705517100,2024-01-17 13:45:00,9.564
1705518000,2024-01-17 14:00:00,9.994
1705518900,2024-01-17 14:15:00,10.332
1705519800,2024-01-17 14:30:00,10.491
1705520700,2024-01-17 14:45:00,10.666
1705521600,2024-01-17 15:00:00,10.857
1705522500,2024-01-17 15:15:00,10.924
1705523400,2024-01-17 15:30:00,10.901
1705524300,2024-01-17 15:45:00,10.979
1705525200,2024-01-17 16:00:00,10.979
1705526100,2024-01-17 16:15:00,10.873
1705527000,2024-01-17 16:30:00,10.647
1705527900,2024-01-17 16:45:00,10.296
1705528800,2024-01-17 17:00:00,9.930
1705529700,2024-01-17 17:15:00,9.453
1705530600,2024-01-17 17:30:00,8.897
1705531500,2024-01-17 17:45:00,8.264
1705532400,2024-01-17 18:00:00,7.499
1705533300,2024-01-17 18:15:00,6.703
1705534200,2024-01-17 18:30:00,5.906
1705535100,2024-01-17 18:45:00,5.194
1705536000,2024-01-17 19:00:00,4.444
1705536900,2024-01-17 19:15:00,3.781
1705537800,2024-01-17 19:30:00,3.142
1705538700,2024-01-17 19:45:00,2.557
1705539600,2024-01-17 20:00:00,1.995
1705540500,2024-01-17 20:15:00,1.423
1705541400,2024-01-17 20:30:00,0.994
1705542300,2024-01-17 20:45:00,0.564
1705543200,2024-01-17 21:00:00,0.300
1705544100,2024-01-17 21:15:00,0.170
1705545000,2024-01-17 21:30:00,0.060
1705545900,2024-01-17 21:45:00,0.033
1705546800,2024-01-17 22:00:00,0.126
1705547700,2024-01-17 22:15:00,0.140
1705548600,2024-01-17 22:30:00,0.209
1705549500,2024-01-17 22:45:00,0.492
1705550400,2024-01-17 23:00:00,0.779
1705551300,2024-01-17 23:15:00,1.256
1705552200,2024-01-17 23:30:00,1.743
1705553100,2024-01-17 23:45:00,2.261
1705554000,2024-01-18 00:00:00,2.769
1705554900,2024-01-18 00:15:00,3.406
1705555800,2024-01-18 00:30:00,4.116
1705556700,2024-01-18 00:45:00,4.848
1705557600,2024-01-18 01:00:00,5.718
1705558500,2024-01-18 01:15:00,6.516
1705559400,2024-01-18 01:30:00,7.320
1705560300,2024-01-18 01:45:00,8.064
1705561200,2024-01-18 02:00:00,8.714
1705562100,2024-01-18 02:15:00,9.306
1705563000,2024-01-18 02:30:00,9.907
1705563900,2024-01-18 02:45:00,10.341
1705564800,2024-01-18 03:00:00,10.606
1705565700,2024-01-18 03:15:00,10.718
1705566600,2024-01-18 03:30:00,10.822
1705567500,2024-01-18 03:45:00,10.954
1705568400,2024-01-18 04:00:00,10.931
1705569300,2024-01-18 04:15:00,10.928
1705570200,2024-01-18 04:30:00,11.025
1705571100,2024-01-18 04:45:00,10.793
1705572000,2024-01-18 05:00:00,10.628
1705572900,2024-01-18 05:15:00,10.330
1705573800,2024-01-18 05:30:00,9.999
1705574700,2024-01-18 05:45:00,9.641
1705575600,2024-01-18 06:00:00,9.066
1705576500,2024-01-18 06:15:00,8.445
1705577400,2024-01-18 06:30:00,7.737
1705578300,2024-01-18 06:45:00,7.086
1705579200,2024-01-18 07:00:00,6.229
1705580100,2024-01-18 07:15:00,5.560
1705581000,2024-01-18 07:30:00,4.907
1705581900,2024-01-18 07:45:00,4.268
1705582800,2024-01-18 08:00:00,3.604
1705583700,2024-01-18 08:15:00,3.106
1705584600,2024-01-18 08:30:00,2.532
1705585500,2024-01-18 08:45:00,2.098
1705586400,2024-01-18 09:00:00,1.529
1705587300,2024-01-18 09:15:00,1.176
1705588200,2024-01-18 09:30:00,0.814
1705589100,2024-01-18 09:45:00,0.559
1705590000,2024-01-18 10:00:00,0.403
1705590900,2024-01-18 10:15:00,0.222
1705591800,2024-01-18 10:30:00,0.145
1705592700,2024-01-18 10:45:00,0.165
1705593600,2024-01-18 11:00:00,0.373
1705594500,2024-01-18 11:15:00,0.493
1705595400,2024-01-18 11:30:00,0.830
1705596300,2024-01-18 11:45:00,1.106
1705597200,2024-01-18 12:00:00,1.504
1705598100,2024-01-18 12:15:00,2.035
1705599000,2024-01-18 12:30:00,2.727
1705599900,2024-01-18 12:45:00,3.336
1705600800,2024-01-18 13:00:00,4.025
1705601700,2024-01-18 13:15:00,4.658
1705602600,2024-01-18 13:30:00,5.305
1705603500,2024-01-18 13:45:00,5.962
1705604400,2024-01-18 14:00:00,6.547
1705605300,2024-01-18 14:15:00,7.161
1705606200,2024-01-18 14:30:00,7.640
1705607100,2024-01-18 14:45:00,8.015
1705608000,2024-01-18 15:00:00,8.496
1705608900,2024-01-18 15:15:00,8.882
1705609800,2024-01-18 15:30:00,9.177
1705610700,2024-01-18 15:45:00,9.468
1705611600,2024-01-18 16:00:00,9.659
1705612500,2024-01-18 16:15:00,9.732
1705613400,2024-01-18 16:30:00,9.834
1705614300,2024-01-18 16:45:00,9.935
1705615200,2024-01-18 17:00:00,9.885
1705616100,2024-01-18 17:15:00,9.738
1705617000,2024-01-18 17:30:00,9.413
1705617900,2024-01-18 17:45:00,9.014
1705618800,2024-01-18 18:00:00,8.641
1705619700,2024-01-18 18:15:00,8.204
1705620600,2024-01-18 18:30:00,7.714
1705621500,2024-01-18 18:45:00,7.154
1705622400,2024-01-18 19:00:00,6.530
1705623300,2024-01-18 19:15:00,5.875
1705624200,2024-01-18 19:30:00,5.240
1705625100,2024-01-18 19:45:00,4.640
1705626000,2024-01-18 20:00:00,4.095
1705626900,2024-01-18 20:15:00,3.550
1705627800,2024-01-18 20:30:00,2.912
1705628700,2024-01-18 20:45:00,2.409
1705629600,2024-01-18 21:00:00,1.946
1705630500,2024-01-18 21:15:00,1.489
1705631400,2024-01-18 21:30:00,1.025
1705632300,2024-01-18 21:45:00,0.701
1705633200,2024-01-18 22:00:00,0.398
1705634100,2024-01-18 22:15:00,0.266
1705635000,2024-01-18 22:30:00,0.211
1705635900,2024-01-18 22:45:00,0.144
1705636800,2024-01-18 23:00:00,0.255
1705637700,2024-01-18 23:15:00,0.463
1705638600,2024-01-18 23:30:00,0.647
1705639500,2024-01-18 23:45:00,0.847
1705640400,2024-01-19 00:00:00,1.109
1705641300,2024-01-19 00:15:00,1.590
1705642200,2024-01-19 00:30:00,2.137
1705643100,2024-01-19 00:45:00,2.685
1705644000,2024-01-19 01:00:00,3.266
1705644900,2024-01-19 01:15:00,3.942
1705645800,2024-01-19 01:30:00,4.650
1705646700,2024-01-19 01:45:00,5.395
1705647600,2024-01-19 02:00:00,6.140
1705648500,2024-01-19 02:15:00,6.813
1705649400,2024-01-19 02:30:00,7.524
1705650300,2024-01-19 02:45:00,8.109
1705651200,2024-01-19 03:00:00,8.672
1705652100,2024-01-19 03:15:00,9.181
1705653000,2024-01-19 03:30:00,9.730
1705653900,2024-01-19 03:45:00,10.142
1705654800,2024-01-19 04:00:00,10.379
1705655700,2024-01-19 04:15:00,10.600
1705656600,2024-01-19 04:30:00,10.859
1705657500,2024-01-19 04:45:00,10.972
1705658400,2024-01-19 05:00:00,11.030
1705659300,2024-01-19 05:15:00,11.054
1705660200,2024-01-19 05:30:00,10.983
1705661100,2024-01-19 05:45:00,10.800
1705662000,2024-01-19 06:00:00,10.406
1705662900,2024-01-19 06:15:00,10.229
1705663800,2024-01-19 06:30:00,9.845
1705664700,2024-01-19 06:45:00,9.502
1705665600,2024-01-19 07:00:00,8.955
1705666500,2024-01-19 07:15:00,8.298
1705667400,2024-01-19 07:30:00,7.694
1705668300,2024-01-19 07:45:00,6.984
1705669200,2024-01-19 08:00:00,6.315
1705670100,2024-01-19 08:15:00,5.776
1705671000,2024-01-19 08:30:00,5.263
1705671900,2024-01-19 08:45:00,4.662
1705672800,2024-01-19 09:00:00,3.928
1705673700,2024-01-19 09:15:00,3.353
1705674600,2024-01-19 09:30:00,2.700
1705675500,2024-01-19 09:45:00,2.215
1705676400,2024-01-19 10:00:00,1.737
1705677300,2024-01-19 10:15:00,1.406
1705678200,2024-01-19 10:30:00,1.141
1705679100,2024-01-19 10:45:00,0.941
1705680000,2024-01-19 11:00:00,0.781
1705680900,2024-01-19 11:15:00,0.679
1705681800,2024-01-19 11:30:00,0.732
1705682700,2024-01-19 11:45:00,0.591
1705683600,2024-01-19 12:00:00,0.747
1705684500,2024-01-19 12:15:00,0.863
1705685400,2024-01-19 12:30:00,0.976
1705686300,2024-01-19 12:45:00,1.511
1705687200,2024-01-19 13:00:00,1.805
1705688100,2024-01-19 13:15:00,2.227
1705689000,2024-01-19 13:30:00,2.730
1705689900,2024-01-19 13:45:00,3.419
1705690800,2024-01-19 14:00:00,3.976
1705691700,2024-01-19 14:15:00,4.775
1705692600,2024-01-19 14:30:00,5.281
1705693500,2024-01-19 14:45:00,6.163
1705694400,2024-01-19 15:00:00,6.539
1705695300,2024-01-19 15:15:00,7.036
1705696200,2024-01-19 15:30:00,7.989
1705697100,2024-01-19 15:45:00,8.357
1705698000,2024-01-19 16:00:00,8.643
1705698900,2024-01-19 16:15:00,8.954
1705699800,2024-01-19 16:30:00,9.361
1705700700,2024-01-19 16:45:00,9.270
1705701600,2024-01-19 17:00:00,9.467
1705702500,2024-01-19 17:15:00,9.816
1705703400,2024-01-19 17:30:00,9.966
1705704300,2024-01-19 17:45:00,10.021
1705705200,2024-01-19 18:00:00,9.990
1705706100,2024-01-19 18:15:00,9.942
1705707000,2024-01-19 18:30:00,9.763
1705707900,2024-01-19 18:45:00,9.412
1705708800,2024-01-19 19:00:00,9.148
1705709700,2024-01-19 19:15:00,8.805
1705710600,2024-01-19 19:30:00,8.197
1705711500,2024-01-19 19:45:00,7.863
1705712400,2024-01-19 20:00:00,7.251
1705713300,2024-01-19 20:15:00,6.567
1705714200,2024-01-19 20:30:00,5.892
1705715100,2024-01-19 20:45:00,5.395
1705716000,2024-01-19 21:00:00,4.508
1705716900,2024-01-19 21:15:00,4.121
1705717800,2024-01-19 21:30:00,3.663
1705718700,2024-01-19 21:45:00,3.151
1705719600,2024-01-19 22:00:00,2.700
1705720500,2024-01-19 22:15:00,2.276
1705721400,2024-01-19 22:30:00,1.898
1705722300,2024-01-19 22:45:00,1.566
1705723200,2024-01-19 23:00:00,1.316
1705724100,2024-01-19 23:15:00,1.169
1705725000,2024-01-19 23:30:00,1.242
1705725900,2024-01-19 23:45:00,1.106
1705726800,2024-01-20 00:00:00,1.207
1705727700,2024-01-20 00:15:00,1.291
1705728600,2024-01-20 00:30:00,1.611
1705729500,2024-01-20 00:45:00,1.837
1705730400,2024-01-20 01:00:00,2.104
1705731300,2024-01-20 01:15:00,2.377
1705732200,2024-01-20 01:30:00,2.766
1705733100,2024-01-20 01:45:00,3.440
1705734000,2024-01-20 02:00:00,3.878
1705734900,2024-01-20 02:15:00,4.653
1705735800,2024-01-20 02:30:00,5.350
1705736700,2024-01-20 02:45:00,5.975
1705737600,2024-01-20 03:00:00,6.739
1705738500,2024-01-20 03:15:00,7.463
1705739400,2024-01-20 03:30:00,8.128
1705740300,2024-01-20 03:45:00,8.752
1705741200,2024-01-20 04:00:00,9.306
1705742100,2024-01-20 04:15:00,9.864
1705743000,2024-01-20 04:30:00,10.362
1705743900,2024-01-20 04:45:00,10.698
1705744800,2024-01-20 05:00:00,10.959
1705745700,2024-01-20 05:15:00,11.154
1705746600,2024-01-20 05:30:00,11.402
1705747500,2024-01-20 05:45:00,11.422
1705748400,2024-01-20 06:00:00,11.489
1705749300,2024-01-20 06:15:00,11.428
1705750200,2024-01-20 06:30:00,11.366
1705751100,2024-01-20 06:45:00,11.349
1705752000,2024-01-20 07:00:00,11.026
1705752900,2024-01-20 07:15:00,10.729
1705753800,2024-01-20 07:30:00,10.396
1705754700,2024-01-20 07:45:00,9.875
1705755600,2024-01-20 08:00:00,9.365
1705756500,2024-01-20 08:15:00,8.914
1705757400,2024-01-20 08:30:00,8.306
1705758300,2024-01-20 08:45:00,7.595
1705759200,2024-01-20 09:00:00,6.918
1705760100,2024-01-20 09:15:00,6.326
1705761000,2024-01-20 09:30:00,5.647
1705761900,2024-01-20 09:45:00,5.099
1705762800,2024-01-20 10:00:00,4.467
1705763700,2024-01-20 10:15:00,3.774
1705764600,2024-01-20 10:30:00,3.174
1705765500,2024-01-20 10:45:00,2.639
1705766400,2024-01-20 11:00:00,2.211
1705767300,2024-01-20 11:15:00,1.831
1705768200,2024-01-20 11:30:00,1.585
1705769100,2024-01-20 11:45:00,1.323
1705770000,2024-01-20 12:00:00,1.158
1705770900,2024-01-20 12:15:00,1.075
1705771800,2024-01-20 12:30:00,1.033
1705772700,2024-01-20 12:45:00,1.096
1705773600,2024-01-20 13:00:00,1.197
1705774500,2024-01-20 13:15:00,1.397
1705775400,2024-01-20 13:30:00,1.588
1705776300,2024-01-20 13:45:00,1.869
1705777200,2024-01-20 14:00:00,2.100
1705778100,2024-01-20 14:15:00,2.462
1705779000,2024-01-20 14:30:00,2.938
1705779900,2024-01-20 14:45:00,3.408
1705780800,2024-01-20 15:00:00,4.005
1705781700,2024-01-20 15:15:00,4.667
1705782600,2024-01-20 15:30:00,5.390
1705783500,2024-01-20 15:45:00,6.071
1705784400,2024-01-20 16:00:00,6.720
1705785300,2024-01-20 16:15:00,7.355
1705786200,2024-01-20 16:30:00,7.946
1705787100,2024-01-20 16:45:00,8.498
1705788000,2024-01-20 17:00:00,8.931
1705788900,2024-01-20 17:15:00,9.294
1705789800,2024-01-20 17:30:00,9.615
1705790700,2024-01-20 17:45:00,9.840
1705791600,2024-01-20 18:00:00,10.001
1705792500,2024-01-20 18:15:00,10.127
1705793400,2024-01-20 18:30:00,10.260
1705794300,2024-01-20 18:45:00,10.224
1705795200,2024-01-20 19:00:00,10.128
1705796100,2024-01-20 19:15:00,10.099
1705797000,2024-01-20 19:30:00,10.040
1705797900,2024-01-20 19:45:00,9.780
1705798800,2024-01-20 20:00:00,9.443
1705799700,2024-01-20 20:15:00,9.073
1705800600,2024-01-20 20:30:00,8.628
1705801500,2024-01-20 20:45:00,8.112
1705802400,2024-01-20 21:00:00,7.558
1705803300,2024-01-20 21:15:00,7.023
1705804200,2024-01-20 21:30:00,6.366
1705805100,2024-01-20 21:45:00,5.761
1705806000,2024-01-20 22:00:00,5.243
1705806900,2024-01-20 22:15:00,4.658
1705807800,2024-01-20 22:30:00,4.152
